label,family,kind,d,bf,tw,tf,fillet,b,t,ht,B,wall,od,radius
HSS6.000X0.312,HSS,CircleHollow,,,,,,,,,,0.291,6.0,3.0
HSS6.000X0.280,HSS,CircleHollow,,,,,,,,,,0.26,6.0,3.0
HSS6.000X0.250,HSS,CircleHollow,,,,,,,,,,0.233,6.0,3.0
HSS6.000X0.188,HSS,CircleHollow,,,,,,,,,,0.174,6.0,3.0
HSS6.000X0.125,HSS,CircleHollow,,,,,,,,,,0.116,6.0,3.0
HSS5.563X0.500,HSS,CircleHollow,,,,,,,,,,0.465,5.56,2.78
HSS5.563X0.375,HSS,CircleHollow,,,,,,,,,,0.349,5.56,2.78
HSS5.563X0.258,HSS,CircleHollow,,,,,,,,,,0.24,5.56,2.78
HSS5.563X0.188,HSS,CircleHollow,,,,,,,,,,0.174,5.56,2.78
HSS5.563X0.134,HSS,CircleHollow,,,,,,,,,,0.124,5.56,2.78
HSS5.500X0.500,HSS,CircleHollow,,,,,,,,,,0.465,5.5,2.75
HSS5.500X0.375,HSS,CircleHollow,,,,,,,,,,0.349,5.5,2.75
HSS5.500X0.258,HSS,CircleHollow,,,,,,,,,,0.24,5.5,2.75
HSS5.000X0.500,HSS,CircleHollow,,,,,,,,,,0.465,5.0,2.5
HSS5.000X0.375,HSS,CircleHollow,,,,,,,,,,0.349,5.0,2.5
HSS5.000X0.312,HSS,CircleHollow,,,,,,,,,,0.291,5.0,2.5
HSS5.000X0.258,HSS,CircleHollow,,,,,,,,,,0.24,5.0,2.5
HSS5.000X0.250,HSS,CircleHollow,,,,,,,,,,0.233,5.0,2.5
HSS5.000X0.188,HSS,CircleHollow,,,,,,,,,,0.174,5.0,2.5
HSS5.000X0.125,HSS,CircleHollow,,,,,,,,,,0.116,5.0,2.5
HSS4.500X0.375,HSS,CircleHollow,,,,,,,,,,0.349,4.5,2.25
HSS4.500X0.337,HSS,CircleHollow,,,,,,,,,,0.313,4.5,2.25
HSS4.500X0.237,HSS,CircleHollow,,,,,,,,,,0.22,4.5,2.25
HSS4.500X0.188,HSS,CircleHollow,,,,,,,,,,0.174,4.5,2.25
HSS4.500X0.125,HSS,CircleHollow,,,,,,,,,,0.116,4.5,2.25
HSS4.000X0.313,HSS,CircleHollow,,,,,,,,,,0.291,4.0,2.0
HSS4.000X0.250,HSS,CircleHollow,,,,,,,,,,0.233,4.0,2.0
HSS4.000X0.237,HSS,CircleHollow,,,,,,,,,,0.22,4.0,2.0
HSS4.000X0.226,HSS,CircleHollow,,,,,,,,,,0.21,4.0,2.0
HSS4.000X0.220,HSS,CircleHollow,,,,,,,,,,0.205,4.0,2.0
HSS4.000X0.188,HSS,CircleHollow,,,,,,,,,,0.174,4.0,2.0
HSS4.000X0.125,HSS,CircleHollow,,,,,,,,,,0.116,4.0,2.0
HSS3.500X0.313,HSS,CircleHollow,,,,,,,,,,0.291,3.5,1.75
HSS3.500X0.300,HSS,CircleHollow,,,,,,,,,,0.279,3.5,1.75
HSS3.500X0.250,HSS,CircleHollow,,,,,,,,,,0.233,3.5,1.75
HSS3.500X0.216,HSS,CircleHollow,,,,,,,,,,0.201,3.5,1.75
HSS3.500X0.203,HSS,CircleHollow,,,,,,,,,,0.189,3.5,1.75
HSS3.500X0.188,HSS,CircleHollow,,,,,,,,,,0.174,3.5,1.75
HSS3.500X0.125,HSS,CircleHollow,,,,,,,,,,0.116,3.5,1.75
HSS3.000X0.250,HSS,CircleHollow,,,,,,,,,,0.233,3.0,1.5
HSS3.000X0.216,HSS,CircleHollow,,,,,,,,,,0.201,3.0,1.5
HSS3.000X0.203,HSS,CircleHollow,,,,,,,,,,0.189,3.0,1.5
HSS3.000X0.188,HSS,CircleHollow,,,,,,,,,,0.174,3.0,1.5
HSS3.000X0.152,HSS,CircleHollow,,,,,,,,,,0.141,3.0,1.5
HSS3.000X0.134,HSS,CircleHollow,,,,,,,,,,0.124,3.0,1.5
HSS3.000X0.125,HSS,CircleHollow,,,,,,,,,,0.116,3.0,1.5
HSS2.875X0.250,HSS,CircleHollow,,,,,,,,,,0.233,2.88,1.44
HSS2.875X0.203,HSS,CircleHollow,,,,,,,,,,0.189,2.88,1.44
HSS2.875X0.188,HSS,CircleHollow,,,,,,,,,,0.174,2.88,1.44
HSS2.875X0.125,HSS,CircleHollow,,,,,,,,,,0.116,2.88,1.44
HSS2.500X0.250,HSS,CircleHollow,,,,,,,,,,0.233,2.5,1.25
HSS2.500X0.188,HSS,CircleHollow,,,,,,,,,,0.174,2.5,1.25
HSS2.500X0.125,HSS,CircleHollow,,,,,,,,,,0.116,2.5,1.25
HSS2.375X0.250,HSS,CircleHollow,,,,,,,,,,0.233,2.38,1.19
HSS2.375X0.218,HSS,CircleHollow,,,,,,,,,,0.203,2.38,1.19
HSS2.375X0.188,HSS,CircleHollow,,,,,,,,,,0.174,2.38,1.19
HSS2.375X0.154,HSS,CircleHollow,,,,,,,,,,0.143,2.38,1.19
HSS2.375X0.125,HSS,CircleHollow,,,,,,,,,,0.116,2.38,1.19
HSS1.900X0.188,HSS,CircleHollow,,,,,,,,,,0.174,1.9,0.95
HSS1.900X0.145,HSS,CircleHollow,,,,,,,,,,0.135,1.9,0.95
HSS1.900X0.120,HSS,CircleHollow,,,,,,,,,,0.111,1.9,0.95
HSS1.660X0.140,HSS,CircleHollow,,,,,,,,,,0.13,1.66,0.83
Pipe26STD,PIPE,CircleHollow,,,,,,,,,,0.349,26.0,13.0
Pipe24STD,PIPE,CircleHollow,,,,,,,,,,0.349,24.0,12.0
Pipe20STD,PIPE,CircleHollow,,,,,,,,,,0.349,20.0,10.0
Pipe18STD,PIPE,CircleHollow,,,,,,,,,,0.349,18.0,9.0
Pipe16STD,PIPE,CircleHollow,,,,,,,,,,0.349,16.0,8.0
Pipe14STD,PIPE,CircleHollow,,,,,,,,,,0.349,14.0,7.0
Pipe12STD,PIPE,CircleHollow,,,,,,,,,,0.349,12.75,6.375
Pipe10STD,PIPE,CircleHollow,,,,,,,,,,0.34,10.75,5.375
Pipe8STD,PIPE,CircleHollow,,,,,,,,,,0.3,8.625,4.3125
Pipe6STD,PIPE,CircleHollow,,,,,,,,,,0.261,6.625,3.3125
Pipe5STD,PIPE,CircleHollow,,,,,,,,,,0.241,5.563,2.7815
Pipe4STD,PIPE,CircleHollow,,,,,,,,,,0.221,4.5,2.25
Pipe3-1/2STD,PIPE,CircleHollow,,,,,,,,,,0.211,4.0,2.0
Pipe3STD,PIPE,CircleHollow,,,,,,,,,,0.201,3.5,1.75
Pipe2-1/2STD,PIPE,CircleHollow,,,,,,,,,,0.189,2.875,1.4375
Pipe2STD,PIPE,CircleHollow,,,,,,,,,,0.143,2.375,1.1875
Pipe1-1/2STD,PIPE,CircleHollow,,,,,,,,,,0.135,1.9,0.95
Pipe1-1/4STD,PIPE,CircleHollow,,,,,,,,,,0.13,1.66,0.83
Pipe1STD,PIPE,CircleHollow,,,,,,,,,,0.124,1.315,0.6575
Pipe3/4STD,PIPE,CircleHollow,,,,,,,,,,0.105,1.05,0.525
Pipe1/2STD,PIPE,CircleHollow,,,,,,,,,,0.101,0.84,0.42
Pipe26XS,PIPE,CircleHollow,,,,,,,,,,0.465,26.0,13.0
Pipe24XS,PIPE,CircleHollow,,,,,,,,,,0.465,24.0,12.0
Pipe20XS,PIPE,CircleHollow,,,,,,,,,,0.465,20.0,10.0
Pipe18XS,PIPE,CircleHollow,,,,,,,,,,0.465,18.0,9.0
Pipe16XS,PIPE,CircleHollow,,,,,,,,,,0.465,16.0,8.0
Pipe14XS,PIPE,CircleHollow,,,,,,,,,,0.465,14.0,7.0
Pipe12XS,PIPE,CircleHollow,,,,,,,,,,0.465,12.75,6.375
Pipe10XS,PIPE,CircleHollow,,,,,,,,,,0.465,10.75,5.375
Pipe8XS,PIPE,CircleHollow,,,,,,,,,,0.465,8.625,4.3125
Pipe6XS,PIPE,CircleHollow,,,,,,,,,,0.403,6.625,3.3125
Pipe5XS,PIPE,CircleHollow,,,,,,,,,,0.349,5.563,2.7815
Pipe4XS,PIPE,CircleHollow,,,,,,,,,,0.315,4.5,2.25
Pipe3-1/2XS,PIPE,CircleHollow,,,,,,,,,,0.296,4.0,2.0
Pipe3XS,PIPE,CircleHollow,,,,,,,,,,0.28,3.5,1.75
Pipe2-1/2XS,PIPE,CircleHollow,,,,,,,,,,0.257,2.875,1.4375
Pipe2XS,PIPE,CircleHollow,,,,,,,,,,0.204,2.375,1.1875
Pipe1-1/2XS,PIPE,CircleHollow,,,,,,,,,,0.186,1.9,0.95
Pipe1-1/4XS,PIPE,CircleHollow,,,,,,,,,,0.178,1.66,0.83
Pipe1XS,PIPE,CircleHollow,,,,,,,,,,0.166,1.315,0.6575
Pipe3/4XS,PIPE,CircleHollow,,,,,,,,,,0.143,1.05,0.525
Pipe1/2XS,PIPE,CircleHollow,,,,,,,,,,0.137,0.84,0.42
Pipe12XXS,PIPE,CircleHollow,,,,,,,,,,0.93,12.75,6.375
Pipe10XXS,PIPE,CircleHollow,,,,,,,,,,0.93,10.75,5.375
Pipe8XXS,PIPE,CircleHollow,,,,,,,,,,0.816,8.625,4.3125
Pipe6XXS,PIPE,CircleHollow,,,,,,,,,,0.805,6.625,3.3125
Pipe5XXS,PIPE,CircleHollow,,,,,,,,,,0.699,5.563,2.7815
Pipe4XXS,PIPE,CircleHollow,,,,,,,,,,0.628,4.5,2.25
Pipe3XXS,PIPE,CircleHollow,,,,,,,,,,0.559,3.5,1.75
Pipe2-1/2XXS,PIPE,CircleHollow,,,,,,,,,,0.514,2.875,1.4375
Pipe2XXS,PIPE,CircleHollow,,,,,,,,,,0.406,2.375,1.1875
